Дней с продажи	Статус клиента	Уровень клиента	Активность клиента	Тип клиента	Последняя покупка	LTV выручка	Периодичность покупок, д. (пп)	Кол-во покупок (пп)	Покупатель	Client_ID	Первая покупка	LTV валовая прибыль	Группа любимых категорий (лк)	Всего любимых категорий (лк)	Самая любимая категория (лк)	Средний чек (пп)	Выручка (пп)	% ВП (пп)	Валовая прибыль (пп)	% редких	Класс редкости
184	1. Разовый	3. Перспективный	3. Забытый	Известный клиент	30.06.2022	26358,3	0	1	"ООО ""Ключ"" ИНН 74372914928"	CL_12151	09.11.2021	12624,306760349606	"Товары с логотипом ""Передвижник"" | Основы-холст на картоне | Черчение-Циркули | Живопись - инструменты-Палитры"	4	"Товары с логотипом ""Передвижник"""	13914	13914	0,523	7270,116760349605	0	1. Стандартный
299	4. Потерянный клиент	3. Перспективный	3. Забытый	Известный клиент	07.03.2022	28772,500000000015	10	3	"ПАО ""Дерево"" ИНН 3859630589"	CL_12161	09.11.2021	13731,81587406291	Черчение-Рапидографы-Тушь  | Бумага пастель-листы-профи | Подрамники, рамы-Планшеты	3	Черчение-Рапидографы-Тушь 	4199	12598	0,484	6095,369252497602	0,03571428571428571	1. Стандартный
61	2. Рабочий клиент	3. Перспективный	1. Действующий	Известный клиент	31.10.2022	64095,6	56	4	"ООО ""Командир"" ИНН 48397209174"	CL_12171	09.11.2021	32474,949220753293	Основы-холст грунтованный мерный | Бумага-Картон-пенокартон	2	Основы-холст грунтованный мерный	14689	58756	0,501	29443,769220753296	0	1. Стандартный
269	4. Потерянный клиент	3. Перспективный	3. Забытый	Известный клиент	06.04.2022	39306,35	11	5	"АО ""Функция"" ИНН 86525058015"	CL_12181	09.11.2021	18696,28915919974	Живопись-масло-профи-Мастер-Класс ЗХК | Живопись-масло-студия-Ладога ЗХК	2	Живопись-масло-профи-Мастер-Класс ЗХК	4926	24631	0,49	12074,741761299265	0,041666666666666664	1. Стандартный
416	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	10.11.2021	1731,45	?	?	"ООО ""Ресурс"" ИНН 52425952262"	CL_12191	10.11.2021	837,0700000000002	?	?	?	?	?	?	?	0	1. Стандартный
416	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	10.11.2021	9215	?	?	"ООО ""Ситуация"" ИНН 42376984664"	CL_12201	10.11.2021	3683,9799999999996	?	?	?	?	?	?	?	0	1. Стандартный
532	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	17.07.2021	3904,2500000000005	?	?	"ООО ""Мысль"" ИНН 31406862562"	CL_1221	17.07.2021	1344,64	?	?	?	?	?	?	?	0	1. Стандартный
218	1. Разовый	4. Начинающий	3. Забытый	Известный клиент	27.05.2022	10417,849999999999	0	1	"ООО ""Первая фигура"" ИНН 26992256408"	CL_12211	10.11.2021	5330,9334248618525	Живопись-Акрил декоративный - Decola ЗХК | Графические материалы-чернографитовые-механические/цанговые | ВС акрил покрывные | Живопись-темпера-ПВА ЗХК | Графические материалы-маркеры-ручки 	5	Живопись-Акрил декоративный - Decola ЗХК	6106	6106	0,493	3012,2134248618527	0,1111111111111111	2. Энтузиаст
416	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	10.11.2021	5422,299999999999	?	?	"ООО ""Знак"" ИНН 27399242965"	CL_12221	10.11.2021	2716,9300000000003	?	?	?	?	?	?	?	0,125	2. Энтузиаст
416	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	10.11.2021	977,5	?	?	"ООО ""Изумительная необходимость"" ИНН 80035470686"	CL_12231	10.11.2021	426,57000000000005	?	?	?	?	?	?	?	1	3. Любитель экзотики
202	4. Потерянный клиент	3. Перспективный	3. Забытый	Известный клиент	12.06.2022	25151,050000000003	47	2	"ПАО ""Всесторонний переход"" ИНН 36738692603"	CL_12241	11.11.2021	13401,09876246567	Графические материалы-маркеры-ручки  | Графические материалы-пастель-масляная | Бумага пастель-блоки-профи	3	Графические материалы-маркеры-ручки 	8780	17561	0,532	9346,638762465675	0,16	2. Энтузиаст
297	1. Разовый	4. Начинающий	3. Забытый	Известный клиент	09.03.2022	2570,5	0	1	"ООО ""Чувство"" ИНН 33523354408"	CL_12251	11.11.2021	1178,2266342594557	Скульптура  - Пластилин	1	Скульптура  - Пластилин	1261	1261	0,396	499,46000000000004	0	1. Стандартный
5	2. Рабочий клиент	3. Перспективный	1. Действующий	Известный клиент	26.12.2022	62440,25000000001	33	7	"ПАО ""Твердый чай"" ИНН 55552277338"	CL_12261	11.11.2021	32797,16078330817	ВС акрил покрывные | Живопись-акварель-наборы | Золочение и реставрация-патинирование, краска  | Литература-Современное иск-во-Монографии	4	ВС акрил покрывные	5449	38144	0,536	20431,140000000003	0,2857142857142857	2. Энтузиаст
415	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	11.11.2021	3666,6	?	?	"ООО ""Неоценимая тема"" ИНН 96760937704"	CL_12271	11.11.2021	1393,4699999999998	?	?	?	?	?	?	?	0	1. Стандартный
49	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	12.11.2022	7889,75	0	1	"ООО ""Филигранная реализация"" ИНН 25124293908"	CL_12281	11.11.2021	3945,4725063515443	ДПИ-Направления-Лепка-Пластика | Сумки-Папки, портфолио для хранения работ | Скульптура - инструменты	3	ДПИ-Направления-Лепка-Пластика	3382	3382	0,388	1311,81	0,1	1. Стандартный
103	2. Рабочий клиент	4. Начинающий	2. Приостановленный	Известный клиент	19.09.2022	24600,3	110	2	"ООО ""Курс"" ИНН 17926665777"	CL_12291	11.11.2021	11354,167177673682	Живопись-масло-профи-Мастер-Класс ЗХК | Основы-холст на подрамнике-Базовый | Основы-холст на подрамнике-Студенческий-Смешанный	3	Живопись-масло-профи-Мастер-Класс ЗХК	10001	20002	0,48	9594,618624076596	0	1. Стандартный
415	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	11.11.2021	4161,3	?	?	"ООО ""Ошеломляющий рост"" ИНН 61093339828"	CL_12301	11.11.2021	1672,46	?	?	?	?	?	?	?	0	1. Стандартный
5	1. Разовый	3. Перспективный	1. Действующий	Известный клиент	26.12.2022	43680,15	0	1	"ООО ""Участник"" ИНН 84209067592"	CL_1231	17.07.2021	23177,08408860934	Кисти-Акрил, Паста-Каучук	1	Кисти-Акрил, Паста-Каучук	2448	2448	0,463	1134,54	0,125	2. Энтузиаст
73	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	19.10.2022	2797,75	0	1	"ПАО ""Зеленая литература"" ИНН 37249060749"	CL_12311	11.11.2021	1520,03	Графические материалы-пастельные карандаши-штуки | Графические материалы-полихромные-штуки | Бумага пастель-листы-студия | Графические материалы-мягкие прочие-сангина, сепия, мел | Бумага пастель-листы-верже	5	Графические материалы-пастельные карандаши-штуки	1852	1852	0,59	1093,44	0,14285714285714285	2. Энтузиаст
